id_prueba,tipo,origen,destino,asunto,resultado_esperado,spf,dkim,dmarc,ubicacion_final,clasificacion_real,observaciones
AUTO-SOC-0058,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-011@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554677]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-011@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-011@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0059,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-012@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554677]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-012@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-012@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0060,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-013@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554677]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-013@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-013@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0061,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-014@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554677]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-014@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-014@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0062,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-015@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554677]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-015@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-015@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0063,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-016@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554677]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-016@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-016@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0064,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-017@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554680]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-017@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-017@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0065,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-018@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554677]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-018@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-018@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0066,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-019@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554677]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-019@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-019@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0067,recipient_unknown,dmarc@phisdefense.com,noexiste-mas-soc-184805-020@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554680]: NOQUEUE: reject: RCPT from localhost[127.0.0.1]: 550 5.1.1 <noexiste-mas-soc-184805-020@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-020@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0068,spoofing_reject,SRS1=IAYg=cyberofficer.be==kmsj=E5=phisdefense.com=spoof-lab@cyberofficer.be,dmarc@phisdefense.com,AUTO DMARC Reject,spoofing,fail,fail,fail,rechazado,spoofing,Detectado automaticamente en syslog: Jul  3 15:41:44 mail postfix/cleanup[651777]: A3FA34FA5F: milter-reject: END-OF-MESSAGE from unknown[81.16.28.151]: 5.7.1 rejected by DMARC policy for phisdefense.com; from=<SRS1=IAYg=cyberofficer.be==kmsj=E5=phisdefense.com=spoof-lab@cyberofficer.be> to=<dmarc@phisdefense.com> proto=ESMTP helo=<mail.cyberofficer.be>
AUTO-SOC-0069,recipient_unknown,no_aplica,spoof-lab@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  3 15:41:45 mail postfix/smtpd[651773]: NOQUEUE: reject: RCPT from unknown[81.16.28.151]: 550 5.1.1 <spoof-lab@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<> to=<spoof-lab@phisdefense.com> proto=ESMTP helo=<mail.cyberofficer.be>
AUTO-SOC-0070,spoofing_reject,SRS1=IAYg=cyberofficer.be==kmsj=E5=phisdefense.com=spoof-lab@cyberofficer.be,dmarc@phisdefense.com,AUTO DMARC Reject,spoofing,fail,fail,fail,rechazado,spoofing,Detectado automaticamente en syslog: Jul  3 15:42:42 mail postfix/cleanup[651777]: 412E24FA61: milter-reject: END-OF-MESSAGE from unknown[81.16.28.151]: 5.7.1 rejected by DMARC policy for phisdefense.com; from=<SRS1=IAYg=cyberofficer.be==kmsj=E5=phisdefense.com=spoof-lab@cyberofficer.be> to=<dmarc@phisdefense.com> proto=ESMTP helo=<mail.cyberofficer.be>
AUTO-SOC-0071,recipient_unknown,no_aplica,spoof-lab@phisdefense.com,AUTO Recipient Unknown,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,recipient_unknown,Detectado automaticamente en syslog: Jul  3 15:42:42 mail postfix/smtpd[651773]: NOQUEUE: reject: RCPT from unknown[81.16.28.151]: 550 5.1.1 <spoof-lab@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<> to=<spoof-lab@phisdefense.com> proto=ESMTP helo=<mail.cyberofficer.be>
AUTO-SOC-0072,open_relay_test,email@mail.phisdefense.com,danielfranklyn1@hotmail.com,AUTO Open Relay,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,relay_denied,Detectado automaticamente en syslog: Jul  6 21:52:56 mail postfix/smtpd[1006410]: NOQUEUE: reject: RCPT from unknown[80.66.72.211]: 454 4.7.1 <danielfranklyn1@hotmail.com>: Relay access denied; from=<email@mail.phisdefense.com> to=<danielfranklyn1@hotmail.com> proto=ESMTP helo=<[80.66.72.211]>
AUTO-SOC-0073,open_relay_test,email@mail.phisdefense.com,danielfranklyn1@hotmail.com,AUTO Open Relay,bloqueado,no_aplica,no_aplica,no_aplica,rechazado,relay_denied,Detectado automaticamente en syslog: Jul  7 02:14:46 mail postfix/smtpd[1025974]: NOQUEUE: reject: RCPT from unknown[80.66.72.211]: 454 4.7.1 <danielfranklyn1@hotmail.com>: Relay access denied; from=<email@mail.phisdefense.com> to=<danielfranklyn1@hotmail.com> proto=ESMTP helo=<[80.66.72.211]>
DKIMABSENT-REAL-182453-001,dkim_absent,soc_extra_real_persistente,test@phisdefense.com,DKIMABSENT-REAL-182453-001,bloqueado,,,,validacion_tecnica,dkim_absent,Prueba real persistida: selector DKIM ausente validado mediante DNS. Evidencia: DKIMABSENT-REAL-182453-001.txt
DKIMABSENT-REAL-182453-002,dkim_absent,soc_extra_real_persistente,test@phisdefense.com,DKIMABSENT-REAL-182453-002,bloqueado,,,,validacion_tecnica,dkim_absent,Prueba real persistida: selector DKIM ausente validado mediante DNS. Evidencia: DKIMABSENT-REAL-182453-002.txt
DKIMBROKEN-REAL-182453-001,dkim_broken,soc_extra_real_persistente,test@phisdefense.com,DKIMBROKEN-REAL-182453-001,fallo_dkim,,,,validacion_tecnica,dkim_broken,Prueba real persistida: DKIM roto validado con herramienta/evidencia técnica. Evidencia: DKIMBROKEN-REAL-182453-001.txt
DKIMBROKEN-REAL-182453-002,dkim_broken,soc_extra_real_persistente,test@phisdefense.com,DKIMBROKEN-REAL-182453-002,fallo_dkim,,,,validacion_tecnica,dkim_broken,Prueba real persistida: DKIM roto validado con herramienta/evidencia técnica. Evidencia: DKIMBROKEN-REAL-182453-002.txt
LOOKALIKE-REAL-182453-002,lookalike_domain,soc_extra_real_persistente,test@phisdefense.com,LOOKALIKE-REAL-182453-002,sospechoso,,,,validacion_tecnica,lookalike_domain,Prueba real persistida: dominio lookalike evaluado mediante DNS. Evidencia: LOOKALIKE-REAL-182453-002.txt
SPFFAIL-REAL-182453-001,spf_fail,soc_extra_real_persistente,test@phisdefense.com,SPFFAIL-REAL-182453-001,bloqueado,,,,validacion_tecnica,spf_fail,Prueba real persistida: SPF negativo validado mediante consulta/herramienta real. Evidencia: SPFFAIL-REAL-182453-001.txt
SPFFAIL-REAL-182453-002,spf_fail,soc_extra_real_persistente,test@phisdefense.com,SPFFAIL-REAL-182453-002,bloqueado,,,,validacion_tecnica,spf_fail,Prueba real persistida: SPF negativo validado mediante consulta/herramienta real. Evidencia: SPFFAIL-REAL-182453-002.txt
TLSIMAPS-REAL-182453-001,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-182453-001,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistida: negociación TLS IMAPS validada con evidencia. Evidencia: TLSIMAPS-REAL-182453-001.txt
TLSIMAPS-REAL-182453-002,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-182453-002,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistida: negociación TLS IMAPS validada con evidencia. Evidencia: TLSIMAPS-REAL-182453-002.txt
TLSIMAPS-REAL-182453-003,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-182453-003,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistida: negociación TLS IMAPS validada con evidencia. Evidencia: TLSIMAPS-REAL-182453-003.txt
TLSSTARTTLS-REAL-182453-001,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-182453-001,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistida: negociación STARTTLS SMTP validada con evidencia. Evidencia: TLSSTARTTLS-REAL-182453-001.txt
TLSSTARTTLS-REAL-182453-002,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-182453-002,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistida: negociación STARTTLS SMTP validada con evidencia. Evidencia: TLSSTARTTLS-REAL-182453-002.txt
TLSSTARTTLS-REAL-182453-003,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-182453-003,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistida: negociación STARTTLS SMTP validada con evidencia. Evidencia: TLSSTARTTLS-REAL-182453-003.txt
TLSSTARTTLS-REAL-182453-004,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-182453-004,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistida: negociación STARTTLS SMTP validada con evidencia. Evidencia: TLSSTARTTLS-REAL-182453-004.txt
AUTHFAIL-REAL-184805-001,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-001,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-002,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-002,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-003,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-003,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-004,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-004,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-005,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-005,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-006,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-006,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-007,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-007,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-008,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-008,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-009,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-009,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-010,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-010,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-011,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-011,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-012,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-012,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-013,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-013,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-014,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-014,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-015,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-015,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-016,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-016,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-017,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-017,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-018,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-018,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-019,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-019,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-020,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-184805-020,bloqueado,,,,rechazado,auth_fail,SMTP AUTH fallido real validado por syslog.
RCPTUNKNOWN-REAL-184805-001,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-001,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-002,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-002,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-003,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-003,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-004,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-004,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-005,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-005,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-006,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-006,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-007,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-007,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-008,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-008,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-009,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-009,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-010,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-010,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-011,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-011,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-012,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-012,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-013,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-013,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-014,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-014,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-015,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-015,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-016,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-016,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-017,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-017,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-018,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-018,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-019,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-019,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-020,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-184805-020,bloqueado,,,,rechazado,recipient_unknown,Destinatario inexistente rechazado realmente por SMTP.
TLSSTARTTLS-REAL-184805-001,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-001,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-002,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-002,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-003,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-003,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-004,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-004,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-005,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-005,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-006,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-006,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-007,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-007,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-008,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-008,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-009,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-009,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-010,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-184805-010,seguro,,,,validacion_tecnica,tls_ok,STARTTLS SMTP real validado con cipher.
TLSIMAPS-REAL-184805-001,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-184805-001,seguro,,,,validacion_tecnica,tls_ok,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-002,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-184805-002,seguro,,,,validacion_tecnica,tls_ok,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-003,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-184805-003,seguro,,,,validacion_tecnica,tls_ok,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-004,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-184805-004,seguro,,,,validacion_tecnica,tls_ok,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-005,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-184805-005,seguro,,,,validacion_tecnica,tls_ok,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-006,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-184805-006,seguro,,,,validacion_tecnica,tls_ok,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-007,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-184805-007,seguro,,,,validacion_tecnica,tls_ok,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-008,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-184805-008,seguro,,,,validacion_tecnica,tls_ok,IMAPS TLS real validado con cipher.
SPFFAIL-REAL-184805-001,spf_fail,soc_extra_real_persistente,test@phisdefense.com,SPFFAIL-REAL-184805-001,bloqueado,,,,validacion_tecnica,spf_fail,SPF fail real validado con herramienta/consulta DNS.
SPFFAIL-REAL-184805-002,spf_fail,soc_extra_real_persistente,test@phisdefense.com,SPFFAIL-REAL-184805-002,bloqueado,,,,validacion_tecnica,spf_fail,SPF fail real validado con herramienta/consulta DNS.
SPFFAIL-REAL-184805-003,spf_fail,soc_extra_real_persistente,test@phisdefense.com,SPFFAIL-REAL-184805-003,bloqueado,,,,validacion_tecnica,spf_fail,SPF fail real validado con herramienta/consulta DNS.
SPFFAIL-REAL-184805-004,spf_fail,soc_extra_real_persistente,test@phisdefense.com,SPFFAIL-REAL-184805-004,bloqueado,,,,validacion_tecnica,spf_fail,SPF fail real validado con herramienta/consulta DNS.
SPFFAIL-REAL-184805-005,spf_fail,soc_extra_real_persistente,test@phisdefense.com,SPFFAIL-REAL-184805-005,bloqueado,,,,validacion_tecnica,spf_fail,SPF fail real validado con herramienta/consulta DNS.
DKIMABSENT-REAL-184805-001,dkim_absent,soc_extra_real_persistente,test@phisdefense.com,DKIMABSENT-REAL-184805-001,bloqueado,,,,validacion_tecnica,dkim_absent,Selector DKIM ausente validado por DNS.
DKIMABSENT-REAL-184805-002,dkim_absent,soc_extra_real_persistente,test@phisdefense.com,DKIMABSENT-REAL-184805-002,bloqueado,,,,validacion_tecnica,dkim_absent,Selector DKIM ausente validado por DNS.
